,Broader,N,PUBMEDID,AUTHOR,parentterm,STAGE,DATE,ACCESSION,DiseaseOrTrait
7897,European,3297.0,18204447.0,Kozyrev SV,Immune system disorder,replication,2008-01-20,GCST000143,Systemic lupus erythematosus
5842,European,794.0,18204447.0,Kozyrev SV,Immune system disorder,initial,2008-01-20,GCST000143,Systemic lupus erythematosus
6785,European,1650.0,18204098.0,Hom G,Immune system disorder,replication,2008-01-20,GCST000144,Systemic lupus erythematosus
7752,European,3037.0,18204446.0,Harley JB,Immune system disorder,initial,2008-01-20,GCST000142,Systemic lupus erythematosus
8093,European,3671.0,18204446.0,Harley JB,Immune system disorder,replication,2008-01-20,GCST000142,Systemic lupus erythematosus
5946,European,860.0,18067574.0,Butcher LM,Biological process,initial,2008-01-22,GCST000145,General cognitive ability
7810,European,3195.0,18067574.0,Butcher LM,Biological process,replication,2008-01-22,GCST000145,General cognitive ability
6584,European,1406.0,18252221.0,Kayser M,Other trait,initial,2008-01-24,GCST000146,Iris color
9090,European,6867.0,18252221.0,Kayser M,Other trait,replication,2008-01-24,GCST000146,Iris color
7047,European,2000.0,18227835.0,Berrettini W,Neurological disorder,replication,2008-01-29,GCST000147,Nicotine dependence
9232,European,7481.0,18227835.0,Berrettini W,Neurological disorder,initial,2008-01-29,GCST000147,Nicotine dependence
8329,European,4305.0,18245381.0,Uda M,Hematological measurement,initial,2008-02-05,GCST000150,Fetal hemoglobin levels
5455,European,521.0,18245381.0,Uda M,Hematological measurement,replication,2008-02-05,GCST000150,Fetal hemoglobin levels
8580,European,4979.0,18262040.0,Sandhu MS,"Lipid or lipoprotein measurement, Other measurement",replication,2008-02-09,GCST000151,LDL cholesterol
9931,European,11685.0,18262040.0,Sandhu MS,"Lipid or lipoprotein measurement, Other measurement",initial,2008-02-09,GCST000151,LDL cholesterol
10239,European,15829.0,18264098.0,Gudmundsson J,Cancer,replication,2008-02-10,GCST000153,Prostate cancer
9023,European,6634.0,18264097.0,Eeles RA,Cancer,replication,2008-02-10,GCST000152,Prostate cancer
8120,European,3748.0,18264097.0,Eeles RA,Cancer,initial,2008-02-10,GCST000152,Prostate cancer
7328,European,2329.0,18264096.0,Thomas G,Cancer,initial,2008-02-10,GCST000154,Prostate cancer
10659,European,23226.0,18264098.0,Gudmundsson J,Cancer,initial,2008-02-10,GCST000153,Prostate cancer
9309,European,7905.0,18264096.0,Thomas G,Cancer,replication,2008-02-10,GCST000154,Prostate cancer
14187,Other/Mixed,2931.0,18282107.0,Shifman S,Neurological disorder,initial,2008-02-15,GCST000155,Schizophrenia
8830,European,5802.0,18282107.0,Shifman S,Neurological disorder,replication,2008-02-15,GCST000155,Schizophrenia
14223,Other/Mixed,4148.0,18282107.0,Shifman S,Neurological disorder,replication,2008-02-15,GCST000155,Schizophrenia
2432,Asian,873.0,18282107.0,Shifman S,Neurological disorder,replication,2008-02-15,GCST000155,Schizophrenia
2234,Asian,580.0,18316681.0,Uhl GR,Neurological disorder,initial,2008-03-01,GCST000156,Methamphetamine dependence
8608,European,5049.0,18311140.0,Hunt KA,Immune system disorder,replication,2008-03-02,GCST000157,Celiac disease
7227,European,2189.0,18311140.0,Hunt KA,Immune system disorder,initial,2008-03-02,GCST000157,Celiac disease
8007,European,3469.0,18317468.0,Sklar P,Neurological disorder,initial,2008-03-04,GCST000158,Bipolar disorder
6998,European,1943.0,18317468.0,Sklar P,Neurological disorder,replication,2008-03-04,GCST000158,Bipolar disorder
8141,European,3812.0,18325910.0,Liu YJ,"Other measurement, Metabolic disorder",replication,2008-03-05,GCST000159,Obesity
6163,European,1000.0,18325910.0,Liu YJ,"Other measurement, Metabolic disorder",initial,2008-03-05,GCST000159,Obesity
9750,European,9947.0,18327256.0,Doring A,"Metabolic disorder, Other measurement",replication,2008-03-09,GCST000161,Urate levels
5718,European,706.0,18327257.0,Vitart V,"Metabolic disorder, Other measurement",replication,2008-03-09,GCST000160,Urate levels
6777,European,1644.0,18327256.0,Doring A,"Metabolic disorder, Other measurement",initial,2008-03-09,GCST000161,Urate levels
5843,European,794.0,18327257.0,Vitart V,"Metabolic disorder, Other measurement",initial,2008-03-09,GCST000160,Urate levels
7344,European,2359.0,18326623.0,Gold B,Cancer,replication,2008-03-11,GCST000162,Breast cancer
5497,European,548.0,18326623.0,Gold B,Cancer,initial,2008-03-11,GCST000162,Breast cancer
7326,European,2327.0,18332876.0,Kirov G,Neurological disorder,initial,2008-03-11,GCST000163,Schizophrenia
684,African American or Afro-Caribbean,436.0,18347602.0,Sullivan PF,Neurological disorder,initial,2008-03-18,GCST000164,Schizophrenia
5896,European,828.0,18347602.0,Sullivan PF,Neurological disorder,initial,2008-03-18,GCST000164,Schizophrenia
13817,Other/Mixed,207.0,18347602.0,Sullivan PF,Neurological disorder,initial,2008-03-18,GCST000164,Schizophrenia
8321,European,4288.0,18364390.0,Capon F,Immune system disorder,replication,2008-03-25,GCST000165,Psoriasis
8038,European,3529.0,18360741.0,Butcher LM,Other measurement,replication,2008-03-25,GCST000166,Environmental confusion in the home
5909,European,838.0,18360741.0,Butcher LM,Other measurement,initial,2008-03-25,GCST000166,Environmental confusion in the home
5584,European,606.0,18364390.0,Capon F,Immune system disorder,initial,2008-03-25,GCST000165,Psoriasis
9769,European,10128.0,18372903.0,Zeggini E,Metabolic disorder,initial,2008-03-30,GCST000167,Type 2 diabetes
11579,European,79792.0,18372903.0,Zeggini E,Metabolic disorder,replication,2008-03-30,GCST000167,Type 2 diabetes
6943,European,1849.0,18372905.0,Tomlinson IP,Cancer,initial,2008-03-30,GCST000169,Colorectal cancer
10537,European,20688.0,18372901.0,Tenesa A,Cancer,replication,2008-03-30,GCST000168,Colorectal cancer
10979,European,33951.0,18372905.0,Tomlinson IP,Cancer,replication,2008-03-30,GCST000169,Colorectal cancer
7037,European,1983.0,18372901.0,Tenesa A,Cancer,initial,2008-03-30,GCST000168,Colorectal cancer
3893,Asian,7579.0,18372901.0,Tenesa A,Cancer,replication,2008-03-30,GCST000168,Colorectal cancer
7297,European,2291.0,18385676.0,Amos CI,Cancer,initial,2008-04-03,GCST000172,Lung cancer
5844,European,794.0,18385738.0,Hung RJ,Cancer,replication,2008-04-03,GCST000170,Lung cancer
8506,European,4848.0,18385739.0,Thorgeirsson TE,Neurological disorder,replication,2008-04-03,GCST000171,Nicotine dependence
14235,Other/Mixed,6471.0,18385738.0,Hung RJ,Cancer,replication,2008-04-03,GCST000170,Lung cancer
9864,European,10995.0,18385739.0,Thorgeirsson TE,Neurological disorder,initial,2008-04-03,GCST000171,Nicotine dependence
14228,Other/Mixed,4448.0,18385738.0,Hung RJ,Cancer,initial,2008-04-03,GCST000170,Lung cancer
8979,European,6418.0,18385676.0,Amos CI,Cancer,replication,2008-04-03,GCST000172,Lung cancer
7353,European,2370.0,18369459.0,Liu Y,Immune system disorder,replication,2008-04-04,GCST000173,Psoriasis
5758,European,737.0,18369459.0,Liu Y,Immune system disorder,initial,2008-04-04,GCST000173,Psoriasis
10388,European,17801.0,18391950.0,Lettre G,"Other measurement, Body measurement",replication,2008-04-06,GCST000176,Height
10293,European,16482.0,18391952.0,Weedon MN,"Other measurement, Body measurement",replication,2008-04-06,GCST000174,Height
10879,European,30968.0,18391951.0,Gudbjartsson DF,"Other measurement, Body measurement",initial,2008-04-06,GCST000175,Height
10238,European,15821.0,18391950.0,Lettre G,"Other measurement, Body measurement",initial,2008-04-06,GCST000176,Height
10094,European,13665.0,18391952.0,Weedon MN,"Other measurement, Body measurement",initial,2008-04-06,GCST000174,Height
9507,European,8541.0,18391951.0,Gudbjartsson DF,"Other measurement, Body measurement",replication,2008-04-06,GCST000175,Height
6311,European,1140.0,18403759.0,Ober C,Inflammatory measurement,replication,2008-04-09,GCST000177,YKL-40 levels
5617,European,632.0,18403759.0,Ober C,Inflammatory measurement,initial,2008-04-09,GCST000177,YKL-40 levels
8633,European,5106.0,18439552.0,Reiner AP,Inflammatory measurement,replication,2008-04-24,GCST000179,C-reactive protein
6006,European,909.0,18439552.0,Reiner AP,Inflammatory measurement,initial,2008-04-24,GCST000179,C-reactive protein
8966,European,6345.0,18439548.0,Ridker PM,Inflammatory measurement,initial,2008-04-24,GCST000178,C-reactive protein
7132,European,2094.0,18455228.0,Richards JB,Other measurement,initial,2008-04-29,GCST000182,Bone mineral density
8846,European,5861.0,18445777.0,Styrkarsdottir U,Other measurement,initial,2008-04-29,GCST000181,Bone mineral density (hip)
8845,European,5861.0,18445777.0,Styrkarsdottir U,Other measurement,initial,2008-04-29,GCST000180,Bone mineral density (spine)
9318,European,7925.0,18445777.0,Styrkarsdottir U,Other measurement,replication,2008-04-29,GCST000181,Bone mineral density (hip)
8986,European,6463.0,18455228.0,Richards JB,Other measurement,replication,2008-04-29,GCST000182,Bone mineral density
9317,European,7925.0,18445777.0,Styrkarsdottir U,Other measurement,replication,2008-04-29,GCST000180,Bone mineral density (spine)
5013,European,284.0,18449908.0,Poduslo SE,Neurological disorder,replication,2008-04-30,GCST000183,Alzheimer's disease
4643,European,30.0,18449908.0,Poduslo SE,Neurological disorder,initial,2008-04-30,GCST000183,Alzheimer's disease
8405,European,4561.0,18454146.0,Chambers JC,"Body measurement, Lipid or lipoprotein measurement",replication,2008-05-04,GCST000184,Waist circumference and related phenotypes
11456,European,66340.0,18454148.0,Loos RJ,"Body measurement, Other measurement",replication,2008-05-04,GCST000185,Body mass index
3869,Asian,7394.0,18454146.0,Chambers JC,"Body measurement, Lipid or lipoprotein measurement",replication,2008-05-04,GCST000184,Waist circumference and related phenotypes
3218,Asian,2684.0,18454146.0,Chambers JC,"Body measurement, Lipid or lipoprotein measurement",initial,2008-05-04,GCST000184,Waist circumference and related phenotypes
10326,European,16876.0,18454148.0,Loos RJ,"Body measurement, Other measurement",initial,2008-05-04,GCST000185,Body mass index
5625,European,642.0,18471798.0,Valdes AM,Other disease,initial,2008-05-08,GCST000186,Knee osteoarthritis
12721,Hispanic or Latin American,6.0,18463975.0,Kibriya MG,Cancer,initial,2008-05-08,GCST000187,Breast cancer
4663,European,52.0,18463975.0,Kibriya MG,Cancer,initial,2008-05-08,GCST000187,Breast cancer
402,African American or Afro-Caribbean,2.0,18463975.0,Kibriya MG,Cancer,initial,2008-05-08,GCST000187,Breast cancer
8044,European,3549.0,18471798.0,Valdes AM,Other disease,replication,2008-05-08,GCST000186,Knee osteoarthritis
8412,European,4590.0,18464913.0,Melzer D,"Other measurement, Inflammatory measurement, Liver enzyme measurement, Hematological measurement, Lipid or lipoprotein measurement",replication,2008-05-09,GCST000189,Protein quantitative trait loci
6386,European,1200.0,18464913.0,Melzer D,"Other measurement, Inflammatory measurement, Liver enzyme measurement, Hematological measurement, Lipid or lipoprotein measurement",initial,2008-05-09,GCST000189,Protein quantitative trait loci
7759,European,3075.0,18463370.0,Maris JM,Cancer,initial,2008-05-09,GCST000188,Neuroblastoma
7661,European,2848.0,18463370.0,Maris JM,Cancer,replication,2008-05-09,GCST000188,Neuroblastoma
9491,European,8465.0,18483556.0,Han J,Other trait,replication,2008-05-16,GCST000191,Black vs. red hair color
9490,European,8465.0,18483556.0,Han J,Other trait,replication,2008-05-16,GCST000190,Black vs. blond hair color
7291,European,2287.0,18483556.0,Han J,Other trait,initial,2008-05-16,GCST000190,Black vs. blond hair color
7292,European,2287.0,18483556.0,Han J,Other trait,initial,2008-05-16,GCST000191,Black vs. red hair color
7921,European,3330.0,18488028.0,Sulem P,Other trait,replication,2008-05-18,GCST000197,Freckles
7916,European,3330.0,18488028.0,Sulem P,Immune system disorder,replication,2008-05-18,GCST000195,Skin sensitivity to sun
8643,European,5130.0,18488028.0,Sulem P,"Other disease, Other trait",initial,2008-05-18,GCST000196,Burning and freckling
7917,European,3330.0,18488028.0,Sulem P,"Other disease, Other trait",replication,2008-05-18,GCST000196,Burning and freckling
7919,European,3330.0,18488028.0,Sulem P,Other trait,replication,2008-05-18,GCST000193,Red vs. non-red hair color
7918,European,3330.0,18488028.0,Sulem P,Other trait,replication,2008-05-18,GCST000192,Blue vs. green eyes
7920,European,3330.0,18488028.0,Sulem P,Other trait,replication,2008-05-18,GCST000194,Blond vs. brown hair color
8642,European,5130.0,18488028.0,Sulem P,Immune system disorder,initial,2008-05-18,GCST000195,Skin sensitivity to sun
8644,European,5130.0,18488028.0,Sulem P,Other trait,initial,2008-05-18,GCST000192,Blue vs. green eyes
7425,European,2481.0,18488026.0,Brown KM,Cancer,replication,2008-05-18,GCST000198,Melanoma
6854,European,1728.0,18488026.0,Brown KM,Cancer,initial,2008-05-18,GCST000198,Melanoma
8645,European,5130.0,18488028.0,Sulem P,Other trait,initial,2008-05-18,GCST000193,Red vs. non-red hair color
8646,European,5130.0,18488028.0,Sulem P,Other trait,initial,2008-05-18,GCST000194,Blond vs. brown hair color
8647,European,5130.0,18488028.0,Sulem P,Other trait,initial,2008-05-18,GCST000197,Freckles
8330,European,4305.0,18514160.0,Arnaud-Lopez L,"Other measurement, Other trait",initial,2008-06-01,GCST000199,Thyroid stimulating hormone levels
8275,European,4158.0,18514160.0,Arnaud-Lopez L,"Other measurement, Other trait",replication,2008-06-01,GCST000199,Thyroid stimulating hormone levels
1623,Asian,16.0,18521091.0,Volpi S,Response to drug,initial,2008-06-03,GCST000201,Response to iloperidone treatment (QT prolongation)
13638,Other/Mixed,7.0,18521091.0,Volpi S,Response to drug,initial,2008-06-03,GCST000201,Response to iloperidone treatment (QT prolongation)
4687,European,69.0,18521091.0,Volpi S,Response to drug,initial,2008-06-03,GCST000201,Response to iloperidone treatment (QT prolongation)
13754,Other/Mixed,106.0,18521090.0,Lavedan C,Response to drug,initial,2008-06-03,GCST000200,Response to iloperidone treatment (PANSS-T score)
13753,Other/Mixed,104.0,18521090.0,Lavedan C,Response to drug,replication,2008-06-03,GCST000200,Response to iloperidone treatment (PANSS-T score)
492,African American or Afro-Caribbean,91.0,18521091.0,Volpi S,Response to drug,initial,2008-06-03,GCST000201,Response to iloperidone treatment (QT prolongation)
5505,European,550.0,18519826.0,Uhl GR,Biological process,initial,2008-06-04,GCST000203,Smoking cessation
8630,European,5088.0,18521185.0,Chen WM,Other measurement,initial,2008-06-04,GCST000202,Fasting plasma glucose
10419,European,18436.0,18521185.0,Chen WM,Other measurement,replication,2008-06-04,GCST000202,Fasting plasma glucose
4855,European,181.0,18535201.0,Cooper GM,Response to drug,initial,2008-06-05,GCST000204,Warfarin maintenance dose
5153,European,374.0,18535201.0,Cooper GM,Response to drug,replication,2008-06-05,GCST000204,Warfarin maintenance dose
5647,European,654.0,18451265.0,Bouatia-Naji N,Other measurement,initial,2008-06-19,GCST000205,Fasting plasma glucose
9629,European,9353.0,18451265.0,Bouatia-Naji N,Other measurement,replication,2008-06-19,GCST000205,Fasting plasma glucose
7059,European,2019.0,18576341.0,Behrens EM,Immune system disorder,initial,2008-06-24,GCST000206,Arthritis (juvenile idiopathic)
9362,European,8151.0,18587394.0,Barrett JC,Digestive system disorder,replication,2008-06-29,GCST000207,Crohn's disease
9662,European,9541.0,18587394.0,Barrett JC,Digestive system disorder,initial,2008-06-29,GCST000207,Crohn's disease
4890,European,195.0,18591461.0,Turner ST,Response to drug,initial,2008-06-30,GCST000208,Response to diuretic therapy
561,African American or Afro-Caribbean,194.0,18591461.0,Turner ST,Response to drug,initial,2008-06-30,GCST000208,Response to diuretic therapy
4719,European,87.0,18594024.0,Sarasquete ME,Other disease,initial,2008-07-01,GCST000209,Osteonecrosis of the jaw
8408,European,4570.0,18604267.0,Pare G,Cardiovascular measurement,initial,2008-07-04,GCST000210,Soluble ICAM-1
7053,European,2008.0,18604267.0,Pare G,Cardiovascular measurement,replication,2008-07-04,GCST000210,Soluble ICAM-1
4725,European,89.0,18615156.0,Liu C,Response to drug,initial,2008-07-10,GCST000211,Response to TNF antagonist treatment
6358,European,1174.0,18723019.0,Franke A,"Digestive system disorder, Other disease",initial,2008-07-21,GCST000212,Crohn's disease and sarcoidosis (combined)
7376,European,2408.0,18723019.0,Franke A,"Digestive system disorder, Other disease",replication,2008-07-21,GCST000212,Crohn's disease and sarcoidosis (combined)
10309,European,16664.0,18650507.0,Link E,Response to drug,replication,2008-07-23,GCST000213,Response to statin therapy
4842,European,175.0,18650507.0,Link E,Response to drug,initial,2008-07-23,GCST000213,Response to statin therapy
