DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-01-23	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Homeostasis model assessment of beta-cell function	36,466 European ancestry individuals	62,264 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	10	HOMA-B	http://www.ebi.ac.uk/efo/EFO_0004469	GCST005180	Genome-wide genotyping array
2010-03-25	20189936	Okada Y	2010-02-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20189936	A genome-wide association study in 19 633 Japanese subjects identified LHX3-QSOX2 and IGF1 as adult height loci.	Height	19,633 Japanese ancestry individuals	NA	Illumina [420885]	25	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST000611	Genome-wide genotyping array
2012-03-10	22228203	Aslibekyan S	2012-01-05	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/22228203	A genome-wide association study of inflammatory biomarker changes in response to fenofibrate treatment in the Genetics of Lipid Lowering Drug and Diet Network.	Inflammatory biomarkers	1,092 European ancestry individuals	NA	Affymetrix [2543887] (imputed)	19	response to fenofibrate	http://purl.obolibrary.org/obo/GO_1901557	GCST001371	Genome-wide genotyping array
2012-02-21	22282500	Chien JW	2012-01-26	Blood	www.ncbi.nlm.nih.gov/pubmed/22282500	Evaluation of published single nucleotide polymorphisms associated with acute GVHD.	Acute graft versus host disease	1,298 Allogenic hematopoietic cell transplantation donors and recipients	NA	Affymetrix [NR] (imputed)	0	acute graft vs. host disease	http://www.ebi.ac.uk/efo/EFO_0004599	GCST001386	Genome-wide genotyping array
2010-02-28	20112360	Kerkhof HJ	2010-01-07	Arthritis Rheum	www.ncbi.nlm.nih.gov/pubmed/20112360	A genome-wide association study identifies an osteoarthritis susceptibility locus on chromosome 7q22.	Osteoarthritis	1,341 European ancestry cases, 3,496 European ancestry controls	9,779 European ancestry cases, up to 31,818 European ancestry controls, 3,818 cases, 7,278 controls	Illumina [500510]	1	osteoarthritis	http://www.ebi.ac.uk/efo/EFO_0002506	GCST000558	Genome-wide genotyping array
2008-06-16	18326623	Gold B	2008-03-11	Proc Natl Acad Sci U S A	www.ncbi.nlm.nih.gov/pubmed/18326623	Genome-wide association study provides evidence for a breast cancer risk locus at 6q22.33.	Breast cancer	249 Ashkenazi Jewish non-BRCA1/2 carriers cases, 299 Ashkenazi Jewish non-BRCA1/2 carriers controls	1,193 Ashkenazi Jewish non-BRCA1/2 carriers  cases,1,166 Ashkenazi Jewish non-BRCA1/2 carriers controls	Affymetrix [150080]	1	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST000162	Genome-wide genotyping array
2008-11-12	18835860	Mushiroda T	2008-10-01	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/18835860	A genome-wide association study identifies an association of a common variant in TERT with susceptibility to idiopathic pulmonary fibrosis.	Idiopathic pulmonary fibrosis	159 Japanese ancestry cases, 934 Japanese ancestry controls	83 Japanese ancestry cases, 535 Japanese ancestry controls	Illumina [214508]	1	idiopathic pulmonary fibrosis	http://www.ebi.ac.uk/efo/EFO_0000768	GCST000238	Genome-wide genotyping array
2009-06-01	19448623	Ong KK	2009-05-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19448623	Genetic variation in LIN28B is associated with the timing of puberty.	Menarche (age at onset)	4,714 European ancestry female individuals	16,373 European ancestry female individuals	Affymetrix [up to 390631]	1	age at menarche	http://www.ebi.ac.uk/efo/EFO_0004703	GCST000405	Genome-wide genotyping array
2011-01-04	21061259	Plant D	2010-11-08	Arthritis Rheum	www.ncbi.nlm.nih.gov/pubmed/21061259	Genome-wide association study of genetic predictors of anti-tumor necrosis factor treatment efficacy in rheumatoid arthritis identifies associations with polymorphisms at seven loci.	Response to anti-TNF therapy in rheumatoid arthritis	566 European ancestry individuals	720 European ancestry individuals	Affymetrix [459446]	0	response to TNF antagonist	http://www.ebi.ac.uk/efo/EFO_0004653	GCST000865	Genome-wide genotyping array
2013-03-26	23321320	Urabe Y	2013-01-12	J Hepatol	www.ncbi.nlm.nih.gov/pubmed/23321320	A genome-wide association study of HCV-induced liver cirrhosis in the Japanese population identifies novel susceptibility loci at the MHC region.	Hepatitis C induced liver cirrhosis	682 Japanese ancestry cases, 1,045 Japanese ancestry controls	936 Japanese ancestry cases, 3,809 Japanese ancestry controls	Illumina [431618]	5	hepatitis C induced liver cirrhosis	http://www.ebi.ac.uk/efo/EFO_0005129	GCST001815	Genome-wide genotyping array
2013-01-31	23118302	Chu AY	2012-11-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/23118302	Genome-wide association study evaluating lipoprotein-associated phospholipase A2 mass and activity at baseline and after rosuvastatin therapy.	Lipoprotein-associated phospholipase A2 activity change in response to statin therapy	2,673 European ancestry cases, 2,656 European ancestry controls	NA	Illumina [796174]	7	lipoprotein-associated phospholipase A(2) measurement	http://www.ebi.ac.uk/efo/EFO_0004746	GCST001726	Genome-wide genotyping array
2013-01-30	23118302	Chu AY	2012-11-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/23118302	Genome-wide association study evaluating lipoprotein-associated phospholipase A2 mass and activity at baseline and after rosuvastatin therapy.	Lipoprotein-associated phospholipase A2 activity and mass	6,851 European ancestry individuals	13,664 European ancestry individuals	Illumina [796174]	9	lipoprotein-associated phospholipase A(2) measurement	http://www.ebi.ac.uk/efo/EFO_0004746	GCST001727	Genome-wide genotyping array
2008-06-16	17435756	Rioux JD	2007-04-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17435756	Genome-wide association study identifies new susceptibility loci for Crohn disease and implicates autophagy in disease pathogenesis.	Crohn's disease	946 cases, 977 controls	530 trios, 353 cases, 207 controls	Illumina [304413]	4	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000023	Genome-wide genotyping array
2008-09-09	17357082	Melquist S	2007-03-08	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/17357082	Identification of a novel risk locus for progressive supranuclear palsy by a pooled genomewide scan of 500,288 single-nucleotide polymorphisms.	Progressive supranuclear palsy	288 European ancestry cases, 344 European ancestry controls	213 European ancestry cases, 391 European ancestry controls	Affymetrix [428867]	0	Progressive supranuclear palsy	http://www.orpha.net/ORDO/Orphanet_683	GCST000015	Genome-wide genotyping array
2008-06-16	17401363	Yeager M	2007-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17401363	Genome-wide association study of prostate cancer identifies a second risk locus at 8q24.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,124 European ancestry cases, 3,142 European ancestry controls	Illumina [538548]	2	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST000017	Genome-wide genotyping array
2009-01-12	19047183	Friedman RA	2008-12-01	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19047183	GRM7 variants confer susceptibility to age-related hearing impairment.	Hearing impairment	846 European ancestry cases, 846 European ancestry controls	63 European ancestry cases, 67 European ancestry controls	Affymetrix [506627]	0	hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	GCST000275	Genome-wide genotyping array
2008-06-16	17522711	Lencz T	2007-03-20	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/17522711	Converging evidence for a pseudoautosomal cytokine receptor gene locus in schizophrenia.	Schizophrenia	178 European ancestry cases, 144 European ancestry controls	NA	Affymetrix [439511]	1	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000016	Genome-wide genotyping array
2008-09-15	17975299	Webster JA	2007-11-01	Neurodegener Dis	www.ncbi.nlm.nih.gov/pubmed/17975299	Sorl1 as an Alzheimer's disease predisposition gene?	Alzheimer's disease	664 cases, 422 controls	NA	Affymetrix [~ 502627]	1	Alzheimer's disease	http://www.ebi.ac.uk/efo/EFO_0000249	GCST000121	Genome-wide genotyping array
2012-01-04	22105264	Allen-Brady K	2011-12-01	Obstet Gynecol	www.ncbi.nlm.nih.gov/pubmed/22105264	Identification of six loci associated with pelvic organ prolapse using genome-wide association analysis.	Pelvic organ prolapse	115 European ancestry cases, 2,976 European ancestry controls	76 European ancestry cases	Illumina [499948]	0	pelvic organ prolapse	http://www.ebi.ac.uk/efo/EFO_0004710	GCST001340	Genome-wide genotyping array
2009-06-04	19448621	He C	2009-05-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19448621	Genome-wide association studies identify loci associated with age at menarche and age at natural menopause.	Menarche and menopause (age at onset)	17,438 European ancestry female individuals	NA	Illumina [317759]	6	age at menarche, age at menopause	http://www.ebi.ac.uk/efo/EFO_0004703, http://www.ebi.ac.uk/efo/EFO_0004704	GCST000403	Genome-wide genotyping array
2009-03-31	19260141	Zemunik T	2009-02-01	Croat Med J	www.ncbi.nlm.nih.gov/pubmed/19260141	Genome-wide association study of biochemical traits in Korcula Island, Croatia.	Biochemical measures	898 Korculan (founder/genetic isolate) individuals	NA	Illumina [316730]	17	serum albumin measurement, total cholesterol measurement, triglyceride measurement, low density lipoprotein cholesterol measurement, fibrinogen measurement, uric acid measurement, high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004535, http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0004611, http://www.ebi.ac.uk/efo/EFO_0004623, http://www.ebi.ac.uk/efo/EFO_0004761, http://www.ebi.ac.uk/efo/EFO_0004612	GCST000328	Genome-wide genotyping array
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	Illumina [313720]	10	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST000853	Genome-wide genotyping array
2010-12-09	20972440	Houlston RS	2010-10-24	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20972440	Meta-analysis of three genome-wide association studies identifies susceptibility loci for colorectal cancer at 1q41, 3q26.2, 12q13.13 and 20q13.33.	Colorectal cancer	3,334 European ancestry cases, 4,628 European ancestry controls	14,851 European ancestry cases, 15,569 European ancestry controls	Illumina [up to 550000] (imputed)	5	colorectal cancer	http://www.ebi.ac.uk/efo/EFO_0005842	GCST000843	Genome-wide genotyping array
2009-05-11	19403135	Yamada Y	2009-04-05	Atherosclerosis	www.ncbi.nlm.nih.gov/pubmed/19403135	Identification of CELSR1 as a susceptibility gene for ischemic stroke in Japanese individuals by a genome-wide association study.	Stroke (ischemic)	131 Japanese ancestry cases, 135 Japanese ancestry controls	776 Japanese ancestry cases, 5,205 Japanese ancestry controls	Affymetrix [~ 520000]	0	stroke	http://www.ebi.ac.uk/efo/EFO_0000712	GCST000373	Genome-wide genotyping array
2009-01-21	19118814	Beecham GW	2009-01-03	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/19118814	Genome-wide association study implicates a chromosome 12 risk locus for late-onset Alzheimer disease.	Alzheimer's disease	492 European ancestry cases, 496 European ancestry controls	238 European ancestry cases, 220 European ancestry controls	Illumina [~ 2500000] (imputed)	3	Alzheimer's disease	http://www.ebi.ac.uk/efo/EFO_0000249	GCST000310	Genome-wide genotyping array
2013-05-14	21618603	Beaty TH	2011-05-26	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/21618603	Evidence for gene-environment interaction in a genome wide study of nonsyndromic cleft palate.	Orofacial clefts (maternal alcohol consumption interaction)	272 European ancestry trios, 259 Asian ancestry trios, 19 African ancestry or other ancestry trios	NA	Illumina [~ 498000]	2	alcohol consumption measurement, Orofacial clefting syndrome, cleft lip	http://www.ebi.ac.uk/efo/EFO_0007878, http://www.orpha.net/ORDO/Orphanet_139039, http://www.ebi.ac.uk/efo/EFO_0003959	GCST001082	Genome-wide genotyping array
2011-01-15	21197116	Ryu E	2010-12-17	Mol Vis	www.ncbi.nlm.nih.gov/pubmed/21197116	Genome-wide association analyses of genetic, phenotypic, and environmental risks in the age-related eye disease study.	Age-related macular degeneration	576 European ancestry individuals, 12 Black individuals, 2 individuals	444 European ancestry and Hispanic cases, 300 European ancestry and Hispanic controls	Illumina [103895]	0	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST000921	Genome-wide genotyping array
2010-09-15	20700443	Meyer TE	2010-08-05	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20700443	Genome-wide association studies of serum magnesium, potassium, and sodium concentrations identify six Loci influencing serum magnesium levels.	Magnesium levels	15,366 European ancestry individuals	8,463 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	9	magnesium measurement	http://www.ebi.ac.uk/efo/EFO_0004845	GCST000756	Genome-wide genotyping array
2009-05-12	19414484	Johnson AD	2009-05-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19414484	Genome-wide association meta-analysis for total serum bilirubin levels.	Bilirubin levels	9,464 individuals	NA	Affymetrix, Illumina [2555103] (imputed)	8	bilirubin measurement	http://www.ebi.ac.uk/efo/EFO_0004570	GCST000386	Genome-wide genotyping array
2013-11-15	23708190	Hu Z	2013-05-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23708190	A genome-wide association study identifies two risk loci for congenital heart malformations in Han Chinese populations.	Congenital heart malformation	945 Han Chinese ancestry cases, 1,246 Han Chinese ancestry controls	2,160 Han Chinese ancestry cases, 3,866 Han Chinese ancestry controls	Illumina [708275]	2	congenital heart malformation	http://www.ebi.ac.uk/efo/EFO_0005269	GCST002036	Genome-wide genotyping array
2011-07-07	21665994	Kutalik Z	2011-06-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21665994	Genome-wide association study identifies two loci strongly affecting transferrin glycosylation.	Alcohol consumption (transferrin glycosylation)	5,181 European ancestry individuals	2,284 European ancestry individauls	Affymetrix [390631] (imputed)	6	alcohol drinking	http://www.ebi.ac.uk/efo/EFO_0004329	GCST001103	Genome-wide genotyping array
2011-01-03	21037115	Wan ES	2010-10-29	Am J Respir Cell Mol Biol	www.ncbi.nlm.nih.gov/pubmed/21037115	Genome-wide association analysis of body mass in chronic obstructive pulmonary disease.	Body mass in chronic obstructive pulmonary disease	2,950 European ancestry cases	502 European ancestry cases	Illumina [~ 550000]	1	chronic obstructive pulmonary disease, body mass index	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004340	GCST000850	Genome-wide genotyping array
2009-09-28	17903307	Wilk JB	2007-09-19	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903307	Framingham Heart Study genome-wide association: results for pulmonary function measures.	Mean forced vital capacity from 2 exams	Up to 1,222 individuals	NA	Affymetrix [70897]	2	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST000099	Genome-wide genotyping array
2008-09-10	17903307	Wilk JB	2007-09-19	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903307	Framingham Heart Study genome-wide association: results for pulmonary function measures.	Pulmonary function	Up to 1,222 individuals	NA	Affymetrix [70897]	10	pulmonary function measurement	http://www.ebi.ac.uk/efo/EFO_0003892	GCST000106	Genome-wide genotyping array
2008-09-12	18391950	Lettre G	2008-04-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18391950	Identification of ten loci associated with height highlights new biological pathways in human growth.	Height	15,821 European ancestry individuals	Up to 17,801 European ancestry individuals	Affymetrix, Illumina [2260683] (imputed)	18	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST000176	Genome-wide genotyping array
2011-01-19	21160409	Petrovski S	2010-12-14	AIDS	www.ncbi.nlm.nih.gov/pubmed/21160409	Common human genetic variants and HIV-1 susceptibility: a genome-wide survey in a homogeneous African population.	HIV-1 susceptibility	531 Sub-Saharan African ancestry cases, 848 Sub-Saharan African ancestry controls	NA	Illumina [~ 800000]	6	HIV-1 infection	http://www.ebi.ac.uk/efo/EFO_0000180	GCST000918	Genome-wide genotyping array
