EFO URI,STUDY ACCESSION,PUBMEDID,ASSOCIATION COUNT
http://www.ebi.ac.uk/efo/efo_0007040,GCST006132,29518117,1
http://www.ebi.ac.uk/efo/efo_0003923,GCST006132,29518117,1
http://www.ebi.ac.uk/efo/efo_0004337,GCST007044,29520040,25
http://www.ebi.ac.uk/efo/efo_0004698,GCST005566,29520036,28
http://www.ebi.ac.uk/efo/efo_0000266,GCST005785,29511167,1
http://www.ebi.ac.uk/efo/efo_0005239,GCST005785,29511167,1
http://www.ebi.ac.uk/efo/efo_0005110,GCST005587,29514873,8
http://www.ebi.ac.uk/efo/efo_0007959,GCST005587,29514873,8
http://www.ebi.ac.uk/efo/efo_0009092,GCST005587,29514873,8
http://www.ebi.ac.uk/efo/efo_1001231,GCST006126,29513936,0
http://www.ebi.ac.uk/efo/efo_0002609,GCST006126,29513936,0
http://www.ebi.ac.uk/efo/efo_1001231,GCST006127,29513936,2
http://www.ebi.ac.uk/efo/efo_0002609,GCST006127,29513936,2
http://www.ebi.ac.uk/efo/efo_0002609,GCST006128,29513936,0
http://www.ebi.ac.uk/efo/efo_0005110,GCST005586,29514873,10
http://www.ebi.ac.uk/efo/efo_0009092,GCST005586,29514873,10
http://www.ebi.ac.uk/efo/efo_0005939,GCST005586,29514873,10
http://www.ebi.ac.uk/efo/efo_0000266,GCST005561,29511194,5
http://www.ebi.ac.uk/efo/efo_0004631,GCST005729,29545823,2
http://www.ebi.ac.uk/efo/efo_0002690,GCST005754,29494758,3
http://www.ebi.ac.uk/efo/efo_0000280,GCST006526,29551738,0
http://www.ebi.ac.uk/efo/efo_0003948,GCST006526,29551738,0
http://www.ebi.ac.uk/efo/efo_0006527,GCST006527,29551738,0
http://www.ebi.ac.uk/efo/efo_0000280,GCST006527,29551738,0
http://www.ebi.ac.uk/efo/efo_0006526,GCST006528,29551738,4
http://www.ebi.ac.uk/efo/efo_0000280,GCST006528,29551738,4
http://www.ebi.ac.uk/efo/efo_0000280,GCST006529,29551738,1
http://www.ebi.ac.uk/efo/efo_0004340,GCST006529,29551738,1
http://www.ebi.ac.uk/efo/efo_0005187,GCST005436,29404672,4
http://www.ebi.ac.uk/efo/efo_0001359,GCST005436,29404672,4
http://www.ebi.ac.uk/efo/efo_0005187,GCST005437,29404672,1
http://www.ebi.ac.uk/efo/efo_0001359,GCST005437,29404672,1
http://www.ebi.ac.uk/efo/efo_0005187,GCST005438,29404672,0
http://www.ebi.ac.uk/efo/efo_0001359,GCST005438,29404672,0
http://www.ebi.ac.uk/efo/efo_1002040,GCST005803,29422769,16
http://www.ebi.ac.uk/efo/efo_0004190,GCST005407,29449654,4
http://www.ebi.ac.uk/efo/efo_0004190,GCST005408,29449654,0
http://www.ebi.ac.uk/efo/efo_0004695,GCST005408,29449654,0
http://www.ebi.ac.uk/efo/efo_0006939,GCST005409,29449654,2
http://www.ebi.ac.uk/efo/efo_0004190,GCST005409,29449654,2
http://www.ebi.ac.uk/efo/efo_0004190,GCST005410,29449654,0
http://www.ebi.ac.uk/efo/efo_0006937,GCST005410,29449654,0
http://www.ebi.ac.uk/efo/efo_0000182,GCST005570,29246937,2
http://www.ebi.ac.uk/efo/efo_0004197,GCST005570,29246937,2
http://www.ebi.ac.uk/efo/efo_0006940,GCST005406,29449654,2
http://www.ebi.ac.uk/efo/efo_0004190,GCST005406,29449654,2
http://www.ebi.ac.uk/efo/efo_0004190,GCST005388,29452408,4
http://www.ebi.ac.uk/efo/efo_1000637,GCST005805,29425463,0
http://www.ebi.ac.uk/efo/efo_0004266,GCST005518,29432556,8
http://www.ebi.ac.uk/efo/efo_0002618,GCST005434,29422604,32
http://www.ebi.ac.uk/efo/efo_1000786,GCST005571,29436472,1
http://www.ebi.ac.uk/efo/efo_0004616,GCST005571,29436472,1
http://www.ebi.ac.uk/efo/efo_0004616,GCST005574,29436472,5
http://www.ebi.ac.uk/efo/efo_1000786,GCST005572,29436472,6
http://www.ebi.ac.uk/efo/efo_1000786,GCST005573,29436472,2
http://www.ebi.ac.uk/efo/efo_0004616,GCST005573,29436472,2
http://www.ebi.ac.uk/efo/efo_0005187,GCST005435,29404672,2
http://www.ebi.ac.uk/efo/efo_0001359,GCST005435,29404672,2
http://www.ebi.ac.uk/efo/efo_0005526,GCST005439,29460428,7
http://www.ebi.ac.uk/efo/efo_0007878,GCST005441,29460428,11
http://www.ebi.ac.uk/efo/efo_0007841,GCST007989,29459680,10
http://www.ebi.ac.uk/efo/efo_0005842,GCST005591,29471430,30
http://www.ebi.ac.uk/efo/efo_0008578,GCST005798,29453196,1
http://www.ebi.ac.uk/efo/efo_0003100,GCST005804,29278617,3
http://www.ebi.ac.uk/efo/efo_0000305,GCST005804,29278617,3
http://www.ebi.ac.uk/efo/efo_0008580,GCST005804,29278617,3
http://www.ebi.ac.uk/efo/efo_0000182,GCST005309,29385134,3
http://www.ebi.ac.uk/efo/efo_1001249,GCST005309,29385134,3
http://purl.obolibrary.org/obo/hp_0002315,GCST005337,29397368,28
http://www.ebi.ac.uk/efo/efo_0003095,GCST005308,29385134,7
http://www.ebi.ac.uk/efo/efo_0008421,GCST005311,29385134,0
http://www.ebi.ac.uk/efo/efo_0008421,GCST005310,29385134,0
http://www.ebi.ac.uk/efo/efo_0008421,GCST005307,29385134,0
http://www.ebi.ac.uk/efo/efo_0001068,GCST005357,29381699,14
http://www.ebi.ac.uk/efo/efo_0001068,GCST005356,29381699,15
http://www.ebi.ac.uk/efo/efo_0003888,GCST005318,29382897,0
http://purl.obolibrary.org/obo/go_0036271,GCST005318,29382897,0
http://www.ebi.ac.uk/efo/efo_0004761,GCST005369,29408531,2
http://www.ebi.ac.uk/efo/efo_0000341,GCST005417,29394082,2
http://www.ebi.ac.uk/efo/efo_0003892,GCST005416,29394082,1
http://www.ebi.ac.uk/efo/efo_0004713,GCST005419,29394082,3
http://www.ebi.ac.uk/efo/efo_0004314,GCST005418,29394082,0
http://www.ebi.ac.uk/efo/efo_0005924,GCST005386,29391396,5
http://www.ebi.ac.uk/efo/efo_0000289,GCST005386,29391396,5
http://www.ebi.ac.uk/efo/efo_0005924,GCST005387,29391396,5
http://www.ebi.ac.uk/efo/efo_0000289,GCST005387,29391396,5
http://www.ebi.ac.uk/efo/efo_0008579,GCST005415,29391395,1
http://www.ebi.ac.uk/efo/efo_0008069,GCST005412,29378355,7
http://www.ebi.ac.uk/efo/efo_0008543,GCST005365,29398083,2
http://www.ebi.ac.uk/efo/efo_0008582,GCST005411,29378355,11
http://www.ebi.ac.uk/efo/efo_0007766,GCST005521,29478026,29
http://www.ebi.ac.uk/efo/efo_0004326,GCST005521,29478026,29
http://www.ebi.ac.uk/efo/efo_0007766,GCST005519,29478026,2
http://www.ebi.ac.uk/efo/efo_0004326,GCST005519,29478026,2
http://www.ebi.ac.uk/efo/efo_0007766,GCST005520,29478026,33
http://www.ebi.ac.uk/efo/efo_0004326,GCST005520,29478026,33
http://www.ebi.ac.uk/efo/efo_0000378,GCST005582,29472232,4
http://www.ebi.ac.uk/efo/efo_0009103,GCST005797,29472613,2
http://www.ebi.ac.uk/efo/efo_0007835,GCST005440,29460428,17
http://www.ebi.ac.uk/efo/efo_0009104,GCST005802,29453348,1
http://www.ebi.ac.uk/efo/efo_0004274,GCST005801,29453348,1
http://www.ebi.ac.uk/efo/efo_0009104,GCST005801,29453348,1
http://www.ebi.ac.uk/efo/efo_0004274,GCST005799,29453348,2
http://www.ebi.ac.uk/efo/efo_0001071,GCST005267,29330379,0
http://www.ebi.ac.uk/efo/efo_0000692,GCST005267,29330379,0
http://www.ebi.ac.uk/efo/efo_0000692,GCST005266,29330379,0
http://www.ebi.ac.uk/efo/efo_0006525,GCST005266,29330379,0
http://www.ebi.ac.uk/efo/efo_0005611,GCST005368,29478698,11
http://www.ebi.ac.uk/efo/efo_0004337,GCST005316,29326435,645
http://www.ebi.ac.uk/efo/efo_0004529,GCST005317,29327327,0
http://www.ebi.ac.uk/efo/efo_0007785,GCST005317,29327327,0
http://www.ebi.ac.uk/efo/efo_0008538,GCST005355,29324852,7
http://www.ebi.ac.uk/efo/efo_0006917,GCST005313,29317701,0
http://www.ebi.ac.uk/efo/efo_0000409,GCST006196,29310926,5
http://www.ebi.ac.uk/efo/efo_0001359,GCST006196,29310926,5
http://www.ebi.ac.uk/efo/efo_0007658,GCST006196,29310926,5
http://www.ebi.ac.uk/efo/efo_0000482,GCST006197,29310926,9
http://www.ebi.ac.uk/efo/efo_0001359,GCST006197,29310926,9
http://www.ebi.ac.uk/efo/efo_0007658,GCST006197,29310926,9
http://www.ebi.ac.uk/efo/efo_0004866,GCST006197,29310926,9
http://www.ebi.ac.uk/efo/efo_0000275,GCST005306,29290336,10
http://www.ebi.ac.uk/efo/efo_0003923,GCST005349,29304378,20
http://www.ebi.ac.uk/efo/efo_0003923,GCST005350,29304378,18
http://www.ebi.ac.uk/efo/efo_0003923,GCST005346,29304378,8
http://www.ebi.ac.uk/efo/efo_0003923,GCST005344,29304378,1
http://www.ebi.ac.uk/efo/efo_0003923,GCST005345,29304378,8
http://www.ebi.ac.uk/efo/efo_0003923,GCST005348,29304378,242
http://www.ebi.ac.uk/efo/efo_0006792,GCST005276,29263008,4
http://www.ebi.ac.uk/efo/efo_1001253,GCST005197,29288229,0
http://purl.obolibrary.org/obo/go_0036277,GCST005197,29288229,0
http://www.ebi.ac.uk/efo/efo_1001253,GCST005200,29288229,1
http://www.ebi.ac.uk/efo/efo_0006345,GCST005200,29288229,1
http://www.ebi.ac.uk/efo/efo_0007661,GCST005199,29288229,0
http://www.ebi.ac.uk/efo/efo_1001253,GCST005199,29288229,0
http://www.ebi.ac.uk/efo/efo_1001253,GCST005198,29288229,1
http://www.ebi.ac.uk/efo/efo_0008484,GCST005198,29288229,1
http://purl.obolibrary.org/obo/go_0007568,GCST005287,29374233,6
http://www.orpha.net/ordo/orphanet_398934,GCST005352,29367611,31
http://purl.obolibrary.org/obo/go_1901555,GCST005352,29367611,31
http://www.ebi.ac.uk/efo/efo_0006782,GCST005330,29367735,4
http://www.ebi.ac.uk/efo/efo_0006782,GCST005329,29367735,1
http://www.orpha.net/ordo/orphanet_398934,GCST005351,29367611,18
http://purl.obolibrary.org/obo/go_0097328,GCST005351,29367611,18
http://www.ebi.ac.uk/efo/efo_0008534,GCST005331,29395996,10
http://www.ebi.ac.uk/efo/efo_1000039,GCST005331,29395996,10
http://www.ebi.ac.uk/efo/efo_0001360,GCST005414,29358691,24
http://www.ebi.ac.uk/efo/efo_0001360,GCST005898,29358691,1
http://www.ebi.ac.uk/efo/efo_0001360,GCST005899,29358691,1
http://www.ebi.ac.uk/efo/efo_0001360,GCST005413,29358691,20
http://www.ebi.ac.uk/efo/efo_0001663,GCST005786,29356057,25
http://www.ebi.ac.uk/efo/efo_1001870,GCST006806,29360470,1
http://www.ebi.ac.uk/efo/efo_0000220,GCST005315,29348612,9
http://www.ebi.ac.uk/efo/efo_0004631,GCST005366,29343764,5
http://www.ebi.ac.uk/efo/efo_0008539,GCST005366,29343764,5
http://www.ebi.ac.uk/efo/efo_0004631,GCST005367,29343764,6
http://www.ebi.ac.uk/efo/efo_0001365,GCST005359,29346644,62
http://www.ebi.ac.uk/efo/efo_0008336,GCST005359,29346644,62
http://www.ebi.ac.uk/efo/efo_0008336,GCST005358,29346644,4
http://www.ebi.ac.uk/efo/efo_0004683,GCST005358,29346644,4
http://www.ebi.ac.uk/efo/efo_1001492,GCST005360,29346644,2
http://www.ebi.ac.uk/efo/efo_0008336,GCST005360,29346644,2
http://www.ebi.ac.uk/efo/efo_0003761,GCST005343,29317604,3
http://www.ebi.ac.uk/efo/efo_0008530,GCST005343,29317604,3
http://www.ebi.ac.uk/efo/efo_0003761,GCST005342,29317604,7
http://www.ebi.ac.uk/efo/efo_0008529,GCST005342,29317604,7
http://www.ebi.ac.uk/efo/efo_0000685,GCST005319,29315334,0
http://www.ebi.ac.uk/efo/efo_0000676,GCST005319,29315334,0
http://www.ebi.ac.uk/efo/efo_0001060,GCST005319,29315334,0
http://www.orpha.net/ordo/orphanet_282,GCST005319,29315334,0
http://www.ebi.ac.uk/efo/efo_0000729,GCST005319,29315334,0
http://www.ebi.ac.uk/efo/efo_0000384,GCST005319,29315334,0
http://www.orpha.net/ordo/orphanet_278,GCST005322,29315334,0
http://www.ebi.ac.uk/efo/efo_0000685,GCST005322,29315334,0
http://www.ebi.ac.uk/efo/efo_0001359,GCST005322,29315334,0
http://www.ebi.ac.uk/efo/efo_0000676,GCST005322,29315334,0
http://www.ebi.ac.uk/efo/efo_0001060,GCST005322,29315334,0
http://www.ebi.ac.uk/efo/efo_0000729,GCST005322,29315334,0
http://www.ebi.ac.uk/efo/efo_0000384,GCST005322,29315334,0
http://www.ebi.ac.uk/efo/efo_0000685,GCST005321,29315334,0
http://www.ebi.ac.uk/efo/efo_0001359,GCST005321,29315334,0
http://www.ebi.ac.uk/efo/efo_0000676,GCST005321,29315334,0
http://www.ebi.ac.uk/efo/efo_0000253,GCST005321,29315334,0
http://www.ebi.ac.uk/efo/efo_0001060,GCST005321,29315334,0
http://www.ebi.ac.uk/efo/efo_0000729,GCST005321,29315334,0
http://www.ebi.ac.uk/efo/efo_0000384,GCST005321,29315334,0
http://www.ebi.ac.uk/efo/efo_0000685,GCST005320,29315334,0
http://www.ebi.ac.uk/efo/efo_0001359,GCST005320,29315334,0
http://www.ebi.ac.uk/efo/efo_0000676,GCST005320,29315334,0
http://www.ebi.ac.uk/efo/efo_0001060,GCST005320,29315334,0
http://www.ebi.ac.uk/efo/efo_0000729,GCST005320,29315334,0
http://www.ebi.ac.uk/efo/efo_0000384,GCST005320,29315334,0
http://www.orpha.net/ordo/orphanet_683,GCST005320,29315334,0
http://www.ebi.ac.uk/efo/efo_0009306,GCST006203,29315502,1
http://www.ebi.ac.uk/efo/efo_0004631,GCST005782,29325163,15
http://www.ebi.ac.uk/efo/efo_0004344,GCST005314,29309628,2
http://www.ebi.ac.uk/efo/efo_0005939,GCST005314,29309628,2
http://www.ebi.ac.uk/efo/efo_0008531,GCST005353,29293525,0
http://www.ebi.ac.uk/efo/efo_0004574,GCST006305,29404214,0
http://www.ebi.ac.uk/efo/efo_0004530,GCST006472,29404214,1
http://www.ebi.ac.uk/efo/efo_0004611,GCST006471,29404214,0
http://www.ebi.ac.uk/efo/efo_0004612,GCST006470,29404214,1
http://www.ebi.ac.uk/efo/efo_0004574,GCST006469,29404214,1
http://www.ebi.ac.uk/efo/efo_0004530,GCST006308,29404214,4
http://www.ebi.ac.uk/efo/efo_0004611,GCST006307,29404214,0
http://www.ebi.ac.uk/efo/efo_0004612,GCST006306,29404214,4
http://www.orpha.net/ordo/orphanet_388,GCST005289,29379196,7
http://purl.obolibrary.org/obo/go_0007568,GCST005288,29374233,3
http://www.ebi.ac.uk/efo/efo_0003095,GCST005190,29271184,2
http://www.ebi.ac.uk/efo/efo_0004235,GCST005347,29278698,1
http://www.orpha.net/ordo/orphanet_2573,GCST005575,29273593,35
http://www.ebi.ac.uk/efo/efo_0000270,GCST006862,29273806,24
http://www.ebi.ac.uk/efo/efo_0006920,GCST005206,29237677,1
http://www.ebi.ac.uk/efo/efo_0008467,GCST005246,29251981,9
http://www.ebi.ac.uk/efo/efo_0008466,GCST005187,29212897,2
http://www.ebi.ac.uk/efo/efo_0004745,GCST005205,29237677,2
http://www.ebi.ac.uk/efo/efo_0008468,GCST005207,29237677,2
http://www.ebi.ac.uk/efo/efo_0008469,GCST005208,29237677,4
http://www.ebi.ac.uk/efo/efo_0000183,GCST005209,29196614,6
http://www.ebi.ac.uk/efo/efo_1002031,GCST005210,29196614,3
http://www.ebi.ac.uk/efo/efo_0008474,GCST005214,29266176,4
http://www.ebi.ac.uk/efo/efo_0007965,GCST005214,29266176,4
http://www.ebi.ac.uk/efo/efo_0000220,GCST005214,29266176,4
http://www.ebi.ac.uk/efo/efo_1002029,GCST005268,29253858,2
http://www.ebi.ac.uk/efo/efo_0007660,GCST005232,29255261,166
http://www.ebi.ac.uk/efo/efo_0008486,GCST005247,29217827,2
http://www.ebi.ac.uk/efo/efo_0006336,GCST005169,29208002,6
http://www.ebi.ac.uk/efo/efo_0007824,GCST005191,29220522,11
http://www.ebi.ac.uk/efo/efo_0003761,GCST006174,29505938,0
http://www.ebi.ac.uk/efo/efo_0008165,GCST005177,29253144,0
http://www.ebi.ac.uk/efo/efo_0004645,GCST005177,29253144,0
http://www.ebi.ac.uk/efo/efo_0003923,GCST006130,29240982,2
http://www.ebi.ac.uk/efo/efo_0003923,GCST006129,29240982,2
http://www.ebi.ac.uk/efo/efo_0003923,GCST006247,29240982,4
http://www.ebi.ac.uk/efo/efo_0004810,GCST005176,29253144,1
http://www.ebi.ac.uk/efo/efo_0004645,GCST005176,29253144,1
http://www.ebi.ac.uk/efo/efo_0004695,GCST005170,29235454,56
http://www.ebi.ac.uk/efo/efo_0008476,GCST005248,29230059,1
http://www.ebi.ac.uk/efo/efo_0006335,GCST005168,29208002,6
http://www.ebi.ac.uk/efo/efo_0004682,GCST005171,29213071,62
http://www.ebi.ac.uk/efo/efo_0008541,GCST005364,29207912,2
http://www.ebi.ac.uk/efo/efo_0008544,GCST005364,29207912,2
http://www.ebi.ac.uk/efo/efo_0004860,GCST005182,29206233,13
http://www.ebi.ac.uk/efo/efo_0004860,GCST005183,29206233,10
http://www.ebi.ac.uk/efo/efo_0004860,GCST005184,29206233,12
http://www.ebi.ac.uk/efo/efo_0000764,GCST005184,29206233,12
http://www.ebi.ac.uk/efo/efo_0004591,GCST005213,29273806,5
http://www.ebi.ac.uk/efo/efo_0000270,GCST005212,29273806,40
http://www.ebi.ac.uk/efo/efo_0000378,GCST005172,29263402,2
http://www.ebi.ac.uk/efo/efo_1000764,GCST005655,29203360,12
http://www.ebi.ac.uk/efo/efo_0004708,GCST005211,29196614,9
http://www.ebi.ac.uk/efo/efo_0003761,GCST005108,29187746,3
http://www.ebi.ac.uk/efo/efo_0008475,GCST005238,29187730,4
http://www.ebi.ac.uk/efo/efo_0002614,GCST006800,29188820,0
http://purl.obolibrary.org/obo/go_0070527,GCST008171,29185836,33
http://www.ebi.ac.uk/efo/efo_0004337,GCST005142,29186694,69
http://www.ebi.ac.uk/efo/efo_0000482,GCST005900,29423119,1
http://www.ebi.ac.uk/efo/efo_1000649,GCST005900,29423119,1
http://www.ebi.ac.uk/efo/efo_0007613,GCST005900,29423119,1
http://www.ebi.ac.uk/efo/efo_0000482,GCST005901,29423119,2
http://www.ebi.ac.uk/efo/efo_1000649,GCST005901,29423119,2
http://www.ebi.ac.uk/efo/efo_0004337,GCST005141,29186694,82
http://www.ebi.ac.uk/efo/efo_0004784,GCST005141,29186694,82
http://www.ebi.ac.uk/efo/efo_0004462,GCST005080,29127183,9
http://purl.obolibrary.org/obo/hp_0000175,GCST005079,29124805,0
http://www.orpha.net/ordo/orphanet_139039,GCST005079,29124805,0
http://www.ebi.ac.uk/efo/efo_0003959,GCST005079,29124805,0
http://www.ebi.ac.uk/efo/efo_1001504,GCST005057,29123153,7
http://www.ebi.ac.uk/efo/efo_0004518,GCST007919,29124443,21
http://www.ebi.ac.uk/efo/efo_0005208,GCST007917,29124443,20
http://www.ebi.ac.uk/efo/efo_0004761,GCST007918,29124443,28
http://www.ebi.ac.uk/efo/efo_0009104,GCST007916,29124443,23
http://www.ebi.ac.uk/efo/efo_0003884,GCST007920,29124443,16
http://www.ebi.ac.uk/efo/efo_0000692,GCST005082,29121268,8
http://www.ebi.ac.uk/efo/efo_0000289,GCST005082,29121268,8
http://purl.obolibrary.org/obo/go_0010226,GCST005082,29121268,8
http://www.ebi.ac.uk/efo/efo_0000692,GCST005081,29121268,8
http://www.ebi.ac.uk/efo/efo_0000289,GCST005081,29121268,8
http://purl.obolibrary.org/obo/go_0010226,GCST005081,29121268,8
http://www.ebi.ac.uk/efo/efo_0003888,GCST006216,29413154,0
http://www.ebi.ac.uk/efo/efo_0004784,GCST006216,29413154,0
http://www.ebi.ac.uk/efo/efo_0000311,GCST005275,29299148,26
http://www.ebi.ac.uk/efo/efo_0004541,GCST005145,29170429,7
http://www.ebi.ac.uk/efo/efo_0003902,GCST005097,29170203,3
http://www.ebi.ac.uk/efo/efo_0004505,GCST005143,29151059,7
http://www.ebi.ac.uk/efo/efo_0004191,GCST005116,29146897,58
http://www.ebi.ac.uk/efo/efo_0006932,GCST005083,29147026,10
http://www.ebi.ac.uk/efo/efo_0001073,GCST005114,29145611,0
http://www.ebi.ac.uk/efo/efo_0003882,GCST005114,29145611,0
http://www.ebi.ac.uk/efo/efo_0009392,GCST006632,29130521,9
http://www.ebi.ac.uk/efo/efo_0007738,GCST006632,29130521,9
http://www.ebi.ac.uk/efo/efo_0000714,GCST005106,29158497,0
http://www.ebi.ac.uk/efo/efo_0000305,GCST005106,29158497,0
http://purl.obolibrary.org/obo/go_0036276,GCST007061,29160301,11
http://www.ebi.ac.uk/efo/efo_0005658,GCST007060,29160301,8
http://purl.obolibrary.org/obo/go_0036276,GCST007059,29160301,18
http://www.ebi.ac.uk/efo/efo_0005658,GCST007042,29160301,0
http://www.ebi.ac.uk/efo/efo_0005199,GCST005144,29160300,1
http://www.ebi.ac.uk/efo/efo_0008458,GCST005144,29160300,1
http://www.ebi.ac.uk/efo/efo_1001930,GCST005048,29118346,2
http://www.ebi.ac.uk/efo/efo_0008457,GCST005128,29112194,7
http://www.ebi.ac.uk/efo/efo_0007191,GCST005133,29112194,1
http://www.ebi.ac.uk/efo/efo_0004270,GCST005107,29209388,0
http://www.ebi.ac.uk/efo/efo_0007536,GCST005044,29097723,1
http://www.ebi.ac.uk/efo/efo_0007536,GCST005045,29097723,0
http://www.ebi.ac.uk/efo/efo_0008475,GCST005237,29187730,4
http://www.ebi.ac.uk/efo/efo_0004625,GCST005109,29186428,3
http://www.ebi.ac.uk/efo/efo_0000305,GCST004988,29059683,803
http://www.ebi.ac.uk/efo/efo_0006945,GCST004985,29058489,0
http://www.ebi.ac.uk/efo/efo_0007658,GCST005075,29058716,10
http://www.ebi.ac.uk/efo/efo_0000305,GCST005075,29058716,10
http://www.ebi.ac.uk/efo/efo_0000305,GCST005077,29058716,10
http://www.ebi.ac.uk/efo/efo_0003819,GCST004989,29057527,0
http://www.ebi.ac.uk/efo/efo_0007878,GCST004990,29058377,5
http://www.ebi.ac.uk/efo/efo_0006944,GCST004984,29058489,0
http://www.ebi.ac.uk/efo/efo_0003785,GCST005038,29083406,136
http://www.ebi.ac.uk/efo/efo_0007817,GCST005051,29077507,31
http://www.ebi.ac.uk/efo/efo_0008455,GCST005050,29077507,7
http://www.ebi.ac.uk/efo/efo_0008456,GCST005049,29077507,0
http://www.ebi.ac.uk/efo/efo_0005423,GCST004981,29016859,1
http://www.ebi.ac.uk/efo/efo_0008336,GCST004981,29016859,1
http://www.ebi.ac.uk/efo/efo_0007796,GCST004983,29030599,5
http://www.ebi.ac.uk/efo/efo_1001494,GCST006036,29031612,2
http://www.ebi.ac.uk/efo/efo_0007017,GCST006039,29030101,8
http://www.ebi.ac.uk/efo/efo_0007016,GCST006038,29030101,6
http://www.ebi.ac.uk/efo/efo_0005112,GCST004951,29018042,0
http://www.ebi.ac.uk/efo/efo_0005842,GCST005148,29228715,6
http://www.ebi.ac.uk/efo/efo_1000650,GCST005076,29058716,46
http://www.ebi.ac.uk/efo/efo_0007019,GCST004978,29051540,0
http://www.ebi.ac.uk/efo/efo_0004318,GCST005911,29059373,0
http://www.ebi.ac.uk/efo/efo_0000708,GCST005911,29059373,0
http://www.ebi.ac.uk/efo/efo_0004318,GCST005909,29059373,0
http://www.ebi.ac.uk/efo/efo_0000571,GCST005909,29059373,0
http://www.ebi.ac.uk/efo/efo_0007018,GCST004977,29051540,2
http://www.ebi.ac.uk/efo/efo_0007017,GCST004980,29051540,1
http://www.ebi.ac.uk/efo/efo_0007016,GCST004979,29051540,2
http://www.ebi.ac.uk/efo/efo_0000768,GCST004986,29066090,8
http://www.ebi.ac.uk/efo/efo_0004318,GCST005910,29059373,0
http://www.ebi.ac.uk/efo/efo_0003060,GCST005910,29059373,0
http://www.ebi.ac.uk/efo/efo_0006943,GCST007577,29045471,0
http://www.ebi.ac.uk/efo/efo_0000249,GCST006121,29107063,1
http://www.ebi.ac.uk/efo/efo_0000249,GCST006120,29107063,1
http://www.ebi.ac.uk/efo/efo_0004847,GCST006120,29107063,1
http://www.ebi.ac.uk/efo/efo_0008459,GCST005115,29229094,2
http://www.ebi.ac.uk/efo/efo_0000270,GCST005115,29229094,2
http://www.ebi.ac.uk/efo/efo_0003761,GCST005022,29071344,47
http://www.ebi.ac.uk/efo/efo_0003829,GCST005022,29071344,47
http://www.ebi.ac.uk/efo/efo_0000685,GCST004998,29065906,2
http://www.ebi.ac.uk/efo/efo_0008336,GCST004998,29065906,2
http://www.ebi.ac.uk/efo/efo_0008438,GCST005035,29065852,0
http://www.ebi.ac.uk/efo/efo_0008449,GCST005124,29093028,2
http://www.ebi.ac.uk/efo/efo_0008483,GCST005236,29082582,5
http://www.ebi.ac.uk/efo/efo_0007835,GCST005236,29082582,5
http://www.ebi.ac.uk/efo/efo_0004270,GCST005042,29029846,20
http://www.ebi.ac.uk/efo/efo_0004845,GCST005125,29093028,1
http://www.ebi.ac.uk/efo/efo_0008450,GCST005126,29093028,0
http://www.ebi.ac.uk/efo/efo_0000305,GCST005111,29059430,5
http://www.ebi.ac.uk/efo/efo_1000654,GCST005111,29059430,5
http://purl.obolibrary.org/obo/go_0009314,GCST005112,29059430,3
http://www.ebi.ac.uk/efo/efo_0000305,GCST005112,29059430,3
http://www.ebi.ac.uk/efo/efo_1000654,GCST005112,29059430,3
http://www.ebi.ac.uk/efo/efo_0000305,GCST005110,29059430,3
http://www.ebi.ac.uk/efo/efo_1000654,GCST005110,29059430,3
http://www.ebi.ac.uk/efo/efo_0000660,GCST005043,29104669,0
http://www.ebi.ac.uk/efo/efo_0008397,GCST004972,28927378,0
http://www.ebi.ac.uk/efo/efo_0007849,GCST004972,28927378,0
http://www.ebi.ac.uk/efo/efo_0008389,GCST004972,28927378,0
http://www.ebi.ac.uk/efo/efo_0007849,GCST004971,28927378,0
http://www.ebi.ac.uk/efo/efo_0008389,GCST004971,28927378,0
