	STUDY ACCESSION	DISEASE/TRAIT	Disease trait	Parent term
279	GCST008690	LDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test)	LDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test)	Lipid or lipoprotein measurement
280	GCST008691	LDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test)	LDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test)	Other measurement
281	GCST008691	LDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test)	LDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test)	Lipid or lipoprotein measurement
282	GCST008692	LDL cholesterol levels in ever smokers	LDL cholesterol levels in ever smokers	Other measurement
283	GCST008692	LDL cholesterol levels in ever smokers	LDL cholesterol levels in ever smokers	Lipid or lipoprotein measurement
284	GCST008693	LDL cholesterol levels in never smokers	LDL cholesterol levels in never smokers	Other measurement
285	GCST008693	LDL cholesterol levels in never smokers	LDL cholesterol levels in never smokers	Lipid or lipoprotein measurement
286	GCST008676	LDL cholesterol levels	LDL cholesterol levels	Lipid or lipoprotein measurement
287	GCST008676	LDL cholesterol levels	LDL cholesterol levels	Lipid or lipoprotein measurement
288	GCST008678	HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test)	HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test)	Other measurement
289	GCST008678	HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test)	HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test)	Lipid or lipoprotein measurement
290	GCST008679	HDL cholesterol levels in current smokers	HDL cholesterol levels in current smokers	Other measurement
291	GCST008679	HDL cholesterol levels in current smokers	HDL cholesterol levels in current smokers	Lipid or lipoprotein measurement
292	GCST008680	HDL cholesterol levels in non smokers	HDL cholesterol levels in non smokers	Other measurement
293	GCST008680	HDL cholesterol levels in non smokers	HDL cholesterol levels in non smokers	Lipid or lipoprotein measurement
294	GCST008681	HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test)	HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test)	Other measurement
295	GCST008681	HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test)	HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test)	Lipid or lipoprotein measurement
296	GCST008682	HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test)	HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test)	Other measurement
297	GCST008682	HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test)	HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test)	Lipid or lipoprotein measurement
298	GCST008683	HDL cholesterol levels in ever smokers	HDL cholesterol levels in ever smokers	Other measurement
299	GCST008683	HDL cholesterol levels in ever smokers	HDL cholesterol levels in ever smokers	Lipid or lipoprotein measurement
300	GCST007589	Intracranial volume	Intracranial volume	Other measurement
301	GCST007586	Attention deficit hyperactivity disorder or intracranial volume (pleiotropy)	Attention deficit hyperactivity disorder or intracranial volume (pleiotropy)	Neurological disorder
302	GCST007586	Attention deficit hyperactivity disorder or intracranial volume (pleiotropy)	Attention deficit hyperactivity disorder or intracranial volume (pleiotropy)	Other measurement
303	GCST007582	Attention deficit hyperactivity disorder or putamen volume (pleiotropy)	Attention deficit hyperactivity disorder or putamen volume (pleiotropy)	Other measurement
304	GCST007582	Attention deficit hyperactivity disorder or putamen volume (pleiotropy)	Attention deficit hyperactivity disorder or putamen volume (pleiotropy)	Neurological disorder
305	GCST007588	Attention deficit hyperactivity disorder or amygdala volume (pleiotropy)	Attention deficit hyperactivity disorder or amygdala volume (pleiotropy)	Other measurement
306	GCST007588	Attention deficit hyperactivity disorder or amygdala volume (pleiotropy)	Attention deficit hyperactivity disorder or amygdala volume (pleiotropy)	Neurological disorder
307	GCST007585	Attention deficit hyperactivity disorder or pallidum volume (pleiotropy)	Attention deficit hyperactivity disorder or pallidum volume (pleiotropy)	Other measurement
308	GCST007585	Attention deficit hyperactivity disorder or pallidum volume (pleiotropy)	Attention deficit hyperactivity disorder or pallidum volume (pleiotropy)	Neurological disorder
309	GCST007584	Attention deficit hyperactivity disorder or thalamus volume (pleiotropy)	Attention deficit hyperactivity disorder or thalamus volume (pleiotropy)	Other measurement
310	GCST007584	Attention deficit hyperactivity disorder or thalamus volume (pleiotropy)	Attention deficit hyperactivity disorder or thalamus volume (pleiotropy)	Neurological disorder
311	GCST007477	Breast cancer specific mortality in breast cancer	Breast cancer specific mortality in breast cancer	Other measurement
312	GCST007477	Breast cancer specific mortality in breast cancer	Breast cancer specific mortality in breast cancer	Cancer
313	GCST007476	Breast cancer specific mortality in estrogen receptor negative breast cancer	Breast cancer specific mortality in estrogen receptor negative breast cancer	Other measurement
314	GCST007476	Breast cancer specific mortality in estrogen receptor negative breast cancer	Breast cancer specific mortality in estrogen receptor negative breast cancer	Cancer
315	GCST007475	Breast cancer specific mortality in estrogen receptor positive breast cancer	Breast cancer specific mortality in estrogen receptor positive breast cancer	Other measurement
316	GCST007475	Breast cancer specific mortality in estrogen receptor positive breast cancer	Breast cancer specific mortality in estrogen receptor positive breast cancer	Cancer
317	GCST008140	Metabolic syndrome	Metabolic syndrome	Body measurement
318	GCST008140	Metabolic syndrome	Metabolic syndrome	Lipid or lipoprotein measurement
319	GCST008140	Metabolic syndrome	Metabolic syndrome	Other measurement
320	GCST008140	Metabolic syndrome	Metabolic syndrome	Metabolic disorder
321	GCST008140	Metabolic syndrome	Metabolic syndrome	Metabolic disorder
322	GCST008150	Triglyceride levels	Triglyceride levels	Lipid or lipoprotein measurement
323	GCST008141	HDL cholesterol	HDL cholesterol	Lipid or lipoprotein measurement
324	GCST008142	Systolic blood pressure	Systolic blood pressure	Other measurement
325	GCST008142	Systolic blood pressure	Systolic blood pressure	Other measurement
326	GCST008143	Diastolic blood pressure	Diastolic blood pressure	Other measurement
327	GCST008143	Diastolic blood pressure	Diastolic blood pressure	Other measurement
328	GCST008144	Fasting plasma glucose	Fasting plasma glucose	Other measurement
329	GCST008145	Waist circumference	Waist circumference	Body measurement
330	GCST008146	Metabolic syndrome	Metabolic syndrome	Body measurement
331	GCST008146	Metabolic syndrome	Metabolic syndrome	Lipid or lipoprotein measurement
332	GCST008146	Metabolic syndrome	Metabolic syndrome	Other measurement
333	GCST008146	Metabolic syndrome	Metabolic syndrome	Metabolic disorder
334	GCST008146	Metabolic syndrome	Metabolic syndrome	Metabolic disorder
335	GCST007266	Adult asthma	Adult asthma	Other disease
336	GCST007842	Glioma	Glioma	Cancer
337	GCST007842	Glioma	Glioma	Cancer
338	GCST007137	Warfarin-associated bleeding	Warfarin-associated bleeding	Response to drug
339	GCST008694	Triglyceride levels x smoking (current vs non smokers) interaction (1df test)	Triglyceride levels x smoking (current vs non smokers) interaction (1df test)	Other measurement
340	GCST008694	Triglyceride levels x smoking (current vs non smokers) interaction (1df test)	Triglyceride levels x smoking (current vs non smokers) interaction (1df test)	Lipid or lipoprotein measurement
341	GCST008695	Triglyceride levels x smoking (current vs non smokers) interaction (2df test)	Triglyceride levels x smoking (current vs non smokers) interaction (2df test)	Other measurement
342	GCST008695	Triglyceride levels x smoking (current vs non smokers) interaction (2df test)	Triglyceride levels x smoking (current vs non smokers) interaction (2df test)	Lipid or lipoprotein measurement
343	GCST008696	Triglyceride levels in current smokers	Triglyceride levels in current smokers	Other measurement
344	GCST008696	Triglyceride levels in current smokers	Triglyceride levels in current smokers	Lipid or lipoprotein measurement
345	GCST008697	Triglyceride levels in non smokers	Triglyceride levels in non smokers	Other measurement
346	GCST008697	Triglyceride levels in non smokers	Triglyceride levels in non smokers	Lipid or lipoprotein measurement
347	GCST008698	Triglyceride levels x smoking (ever vs never smokers) interaction (2df test)	Triglyceride levels x smoking (ever vs never smokers) interaction (2df test)	Other measurement
348	GCST008698	Triglyceride levels x smoking (ever vs never smokers) interaction (2df test)	Triglyceride levels x smoking (ever vs never smokers) interaction (2df test)	Lipid or lipoprotein measurement
349	GCST008699	Triglyceride levels x smoking (ever vs never smokers) interaction (1df test)	Triglyceride levels x smoking (ever vs never smokers) interaction (1df test)	Other measurement
350	GCST008699	Triglyceride levels x smoking (ever vs never smokers) interaction (1df test)	Triglyceride levels x smoking (ever vs never smokers) interaction (1df test)	Lipid or lipoprotein measurement
351	GCST008700	Triglyceride levels in ever smokers	Triglyceride levels in ever smokers	Other measurement
352	GCST008700	Triglyceride levels in ever smokers	Triglyceride levels in ever smokers	Lipid or lipoprotein measurement
353	GCST008701	Triglyceride levels in never smokers	Triglyceride levels in never smokers	Other measurement
354	GCST008701	Triglyceride levels in never smokers	Triglyceride levels in never smokers	Lipid or lipoprotein measurement
355	GCST008702	Triglyceride levels	Triglyceride levels	Lipid or lipoprotein measurement
356	GCST008677	HDL cholesterol levels x smoking (current vs non smokers) interaction (1df test)	HDL cholesterol levels x smoking (current vs non smokers) interaction (1df test)	Other measurement
357	GCST008677	HDL cholesterol levels x smoking (current vs non smokers) interaction (1df test)	HDL cholesterol levels x smoking (current vs non smokers) interaction (1df test)	Lipid or lipoprotein measurement
358	GCST008522	Bitter alcoholic beverage consumption	Bitter alcoholic beverage consumption	Other measurement
359	GCST008524	Bitter non-alcoholic beverage consumption	Bitter non-alcoholic beverage consumption	Other measurement
360	GCST008526	Coffee consumption	Coffee consumption	Biological process
361	GCST008526	Coffee consumption	Coffee consumption	Other measurement
362	GCST008526	Coffee consumption	Coffee consumption	Other measurement
363	GCST008529	Tea consumption	Tea consumption	Other measurement
364	GCST008531	Grapefruit juice consumption	Grapefruit juice consumption	Other measurement
365	GCST008528	Sweet beverage consumption	Sweet beverage consumption	Other measurement
366	GCST008527	Sugar-sweetened beverage consumption	Sugar-sweetened beverage consumption	Other measurement
367	GCST008525	Artificially sweetened beverage consumption	Artificially sweetened beverage consumption	Other measurement
368	GCST008523	Pure non-grapefruit juice consumption	Pure non-grapefruit juice consumption	Other measurement
369	GCST008521	Bitter beverage consumption	Bitter beverage consumption	Other measurement
370	GCST007543	Attention deficit hyperactivity disorder	Attention deficit hyperactivity disorder	Neurological disorder
371	GCST008067	Pemphigus foliaceus	Pemphigus foliaceus	Immune system disorder
372	GCST008069	Pemphigus	Pemphigus	Immune system disorder
373	GCST008068	Pemphigus vulgaris	Pemphigus vulgaris	Immune system disorder
374	GCST007801	Sleep duration	Sleep duration	Other measurement
375	GCST007802	Sleep duration (variability)	Sleep duration (variability)	Other measurement
376	GCST007803	Sleep efficiency	Sleep efficiency	Other measurement
377	GCST007804	Sleep (number of episodes)	Sleep (number of episodes)	Other measurement
378	GCST007805	Sleep (time to least active 5 hours)	Sleep (time to least active 5 hours)	Other measurement
379	GCST007806	Time to most active 10 hours	Time to most active 10 hours	Other measurement
380	GCST007807	Sleep (time to midpoint)	Sleep (time to midpoint)	Other measurement
381	GCST007808	Diurnal inactivity	Diurnal inactivity	Other measurement
382	GCST008257	Diverticular disease	Diverticular disease	Digestive system disorder
383	GCST008256	Diverticulitis	Diverticulitis	Digestive system disorder
